player_id,auc
949387,20627100.0
924125,37049800.0
82018,17500000.0
890532,84408600.0
296879,70000000.0
112935,35000000.0
959294,172030000.0
258246,12500000.0
271282,120000000.0
1168861,15588800.0
1281526,15587000.0
1009636,15439400.0
1118214,56340900.0
986892,19889900.0
1047410,54119800.0
940518,25909100.0
1034233,31848100.0
952771,60430400.0
1121041,31246700.0
1300866,23937900.0
1198049,2500000.0
1150980,84960700.0
78868,20000000.0
511246,70000000.0
1157179,19466300.0
1197270,22712200.0
964014,12500000.0
829738,22682300.0
1197271,22707400.0
1051162,27992500.0
939571,21510100.0
1147226,15487100.0
924093,19680200.0
1046236,22360400.0
960942,2500000.0
924095,22476300.0
1285215,16465600.0
924050,22422800.0
890733,46058300.0
924121,22396000.0
829311,19680200.0
922365,67356900.0
815637,23710600.0
692473,21849000.0
1009346,14013500.0
1268669,10419500.0
884068,14725900.0
786786,12943500.0
1024973,16774400.0
1005425,16553500.0
786791,13496500.0
679685,14709100.0
696982,15182800.0
897057,13995700.0
679686,14725900.0
897059,14725900.0
1014942,15386000.0
679688,12944700.0
1034126,8863500.0
1016675,13601600.0
679692,14709100.0
897070,16053000.0
897074,14709100.0
962166,15543700.0
794915,15103400.0
590491,36892300.0
907279,13279700.0
907299,12527800.0
973449,35000000.0
453796,7500000.0
1144028,7622900.0
930008,66119200.0
632147,25000000.0
1154047,27074100.0
202515,35000000.0
897423,186696500.0
533295,1200000000.0
1291185,24623800.0
1274553,21767800.0
1114155,32455800.0
1167667,30633500.0
1167813,29870600.0
1167825,29795800.0
1125703,48354200.0
1182056,29795800.0
995520,39264500.0
692737,700000000.0
1001214,37188100.0
934026,11184700.0
804067,51970700.0
703415,50395400.0
202788,250000000.0
56100,15000000.0
1071936,84519600.0
508780,150000000.0
296741,50000000.0
738005,31960400.0
930613,68804800.0
466802,1500000000.0
849428,85000000.0
579298,30000000.0
272402,2500000.0
766764,60111000.0
970392,55394700.0
1373497,32058500.0
1070009,54428900.0
1015607,54428900.0
734736,40000000.0
780548,600000000.0
1141848,32077500.0
952768,32365100.0
1193174,34838300.0
952770,32038700.0
1073632,31404400.0
400044,90000000.0
631448,47094500.0
826551,46922000.0
480445,20000000.0
446491,300000000.0
738770,113413200.0
918619,18198000.0
911358,16722100.0
1227315,34994400.0
1252495,30435000.0
1029758,5000000.0
1328288,31851100.0
1023784,30029400.0
1197773,177710500.0
701491,400000000.0
1000671,209237900.0
1123210,110282700.0
1022855,15792200.0
1005656,215449800.0
1005653,215970800.0
743831,217210300.0
671737,90691500.0
800919,74972300.0
1289929,210113300.0
950393,2500000.0
1228661,207710500.0
1356043,139169300.0
1015639,124523700.0
1245678,119739800.0
1253844,284173900.0
1089958,284173900.0
1220141,284173900.0
1220143,284173900.0
914705,34234000.0
277384,600000000.0
354482,700000000.0
1170286,600431700.0
813735,21087000.0
1246354,20489800.0
1138810,20818900.0
1330185,20787100.0
998682,68743700.0
1010548,26624900.0
1267824,20520400.0
590478,25000000.0
1039168,54474500.0
1209561,69504800.0
1163767,59322100.0
1136320,2500000.0
1171121,20997900.0
1048945,21429600.0
798284,5000000.0
1058844,21399100.0
1241022,139522100.0
1298374,139522100.0
570336,550000000.0
1015619,100000000.0
1048496,111081800.0
1310513,38719800.0
745590,86572700.0
891943,2500000.0
1179041,98844800.0
1281275,2500000.0
1276490,37756600.0
910855,35590500.0
1366185,38355700.0
639027,65000000.0
1015957,24235200.0
1004322,35961600.0
872694,34990300.0
1161177,37692200.0
1306974,40971700.0
875795,36579900.0
1315761,17881700.0
982971,55286300.0
1176119,27693100.0
199301,15000000.0
1163087,32283700.0
1376606,33003300.0
862753,50089900.0
894261,51227900.0
658112,68662500.0
1209551,61663600.0
1211582,71501000.0
1149462,71132700.0
716547,70826900.0
946962,55447300.0
559170,35000000.0
965163,42475200.0
1082625,244680700.0
1344099,148950000.0
75127,10000000.0
1294448,124185400.0
1000668,131634900.0
1235860,131027900.0
946883,700000000.0
33507,15000000.0
1073382,128248500.0
1178488,149007100.0
1101719,134272200.0
937845,44683200.0
1133952,38574700.0
1161829,31609700.0
656141,38571700.0
1094582,38574700.0
1253577,37415100.0
1082083,81357400.0
455181,400000000.0
728478,50000000.0
1147806,11868100.0
789671,13995800.0
1371529,35061500.0
195056,10000000.0
812010,35000000.0
339332,2000000000.0
1287116,20654500.0
653401,5000000.0
917931,20390900.0
923141,14163300.0
1196327,8805600.0
197929,1400000000.0
126729,400000000.0
449597,220000000.0
373618,37585600.0
913508,13588900.0
913511,12561500.0
447787,40342200.0
913506,12561500.0
913518,12732500.0
1040859,11800300.0
926193,12841800.0
913529,37215400.0
340381,37017600.0
1021377,2500000.0
1175827,2500000.0
917917,52269100.0
1282860,55880900.0
1133950,55095000.0
527589,90000000.0
643088,150000000.0
883865,211145500.0
404839,2000000000.0
587505,75000000.0
1066834,27375500.0
1031233,58289800.0
1073747,57443900.0
944582,89510700.0
1368324,27977700.0
138788,2500000.0
1310903,55045400.0
1184665,26152500.0
1197110,60854700.0
1054471,139106700.0
741501,158236400.0
763165,134260700.0
1162205,120577400.0
1193854,139328100.0
1356044,149030600.0
829836,46069200.0
1131810,5000000.0
907478,50750700.0
921065,28851000.0
917649,22217200.0
624064,22880200.0
933253,17002900.0
1035854,23340100.0
1166495,16461100.0
1017271,33228000.0
1130086,31614400.0
802547,33252500.0
1011469,55000000.0
930004,24642400.0
1010952,38297300.0
912431,59634200.0
910617,25095300.0
933765,43369800.0
289358,37503700.0
444475,39804800.0
930006,19614100.0
745598,53034700.0
897487,38439100.0
930010,22413900.0
806017,56121200.0
930012,20106000.0
578768,19393600.0
952777,42679900.0
1148978,43600000.0
1001482,42679900.0
1076521,42679900.0
1174140,137830100.0
944442,25000000.0
1044743,15000000.0
1054635,3000000.0
577416,1000000.0
205901,10000000.0
1309400,38600700.0
906576,77370700.0
809485,12544800.0
980339,24445300.0
969560,68780100.0
954104,117674000.0
581306,5000000.0
804572,7500000.0
1143097,32455500.0
1309326,92604300.0
950185,28076400.0
1378735,19157400.0
537287,39695100.0
1035040,38729600.0
973856,23669500.0
1180573,27946600.0
927963,94465300.0
686961,10000000.0
1272883,34242700.0
1068763,23397600.0
691805,36070800.0
927965,101408000.0
585964,125099800.0
927936,2500000.0
691784,37782700.0
66215,29497400.0
691783,23553200.0
1138036,59750800.0
1044284,58938800.0
1055216,60614700.0
1069511,60614700.0
1128265,42631400.0
1128264,24050400.0
420215,15000000.0
945685,32500000.0
660979,80000000.0
1189915,64930000.0
789389,30000000.0
191891,400000000.0
1222625,194891000.0
1097263,197722300.0
434073,32500000.0
1371325,2500000.0
1021418,37548000.0
1274056,37963500.0
830041,17603900.0
588646,61941700.0
927004,40555800.0
747328,48614000.0
746811,82579800.0
922410,29094600.0
937400,8044100.0
684847,48191900.0
800949,36322700.0
810346,45103600.0
1053148,352967400.0
810092,6000000000.0
838386,228524200.0
1223221,228524200.0
1127813,228524200.0
1219849,228160400.0
1202387,258707100.0
894157,5000000.0
1120368,16033100.0
1103926,8056100.0
1372721,2500000.0
800697,36581400.0
1308893,2500000.0
1372720,2500000.0
973852,80000000.0
1279526,74694200.0
1278607,91587200.0
1114549,66869000.0
1052339,2500000.0
1126257,50171200.0
921551,20000000.0
1358448,91014300.0
1358447,89761200.0
819384,21543800.0
549408,22209900.0
867711,120953400.0
183720,180000000.0
430280,600000000.0
997947,2500000.0
1082543,236926500.0
385271,500000000.0
1015973,99974800.0
1082602,236926500.0
1010862,18891000.0
427572,800000000.0
1200419,144872600.0
289255,500000000.0
1019928,79520700.0
1193844,80669300.0
1143504,81674600.0
1132396,75968800.0
923028,24100800.0
1360939,121891900.0
1050888,93140600.0
127987,280000000.0
1202417,121891900.0
1107073,23270800.0
1270749,23969100.0
1141461,27358400.0
992170,31090000.0
290533,60000000.0
1066827,5000000.0
1101914,45793500.0
1066830,45793500.0
1177817,45448300.0
1105528,74283200.0
1035199,39983200.0
951298,45448300.0
900482,26881600.0
985873,26831400.0
900479,26840300.0
1193796,26831200.0
1193797,26831200.0
1270259,63449300.0
1254974,2500000.0
1160108,5000000.0
1315374,45127600.0
1047100,67844800.0
606217,11559800.0
1011580,89287700.0
1049794,69765400.0
944289,87925100.0
895606,89165900.0
895484,90110800.0
1266097,34910400.0
899466,32512900.0
796884,48160300.0
1052276,22291900.0
1122597,135954700.0
188888,600000000.0
940015,9938000.0
178467,22500000.0
943770,11073700.0
1165470,9938000.0
1239008,35002600.0
1372150,36772200.0
1303491,35002600.0
1342229,35333200.0
1303488,19540300.0
1304866,19403000.0
1235543,19540300.0
1250313,25174800.0
808509,2800000000.0
333851,10000000.0
258951,7500000.0
1283185,16307300.0
1123201,16242500.0
185996,15000000.0
1042315,21630700.0
981082,33087900.0
1126891,43998100.0
1198430,10160800.0
1198206,9255200.0
699223,37251200.0
920667,10053900.0
1380663,2500000.0
1294527,6110500.0
1380666,2500000.0
695864,20803200.0
272916,12787100.0
550762,10185800.0
747540,45182400.0
1182970,8030100.0
637351,23076100.0
567910,37341600.0
1116466,16804100.0
1350716,14716500.0
537598,2200000000.0
178219,150000000.0
30670,25000000.0
765468,45000000.0
927369,107879500.0
836772,22614000.0
1377334,2500000.0
1377335,2500000.0
1290301,2500000.0
1049641,11773200.0
1124099,21979600.0
1124693,21914300.0
1070243,11773200.0
846114,37768900.0
631838,11527500.0
1139350,9789600.0
807947,15611800.0
85528,50000000.0
1143456,78379400.0
1284747,6304600.0
934668,6542700.0
1047408,12199300.0
1047401,12896900.0
332395,5000000.0
809685,10239200.0
405362,7259600.0
598278,11995700.0
1284748,2500000.0
813731,18348700.0
993205,6048300.0
392158,37370800.0
994644,29387100.0
1246651,2500000.0
833378,27041100.0
1197108,29654800.0
1346124,28848100.0
1112128,2500000.0
