player_id,auc
2989,338486375.1856187
3333,1059768271.768311
3655,26291456.322526902
7825,762761879.2402766
7966,41652067.83268502
8246,23748717.61628054
9247,1916138.0597014925
9273,4613316.159557881
9915,205720318.95618522
10471,846685220.2114631
11111,309036589.36171365
11530,165634934.31044662
11686,20745347.53237659
12029,74404366.53058946
12249,1019530844.9363674
12359,33185097.50865408
12589,254247198.10129616
12880,21904561.842901964
12907,673112370.8937244
13434,39493909.666521534
14043,16019082.21939845
14044,39256341.26724085
14086,884677796.4455681
14184,32836562.085860662
14555,231343165.9150815
14783,21122753.21602916
15185,863355239.6133754
15262,29736620.453631796
15452,714497932.6719081
15568,144639727.70701385
15570,1066749413.216105
15799,1073357931.7815902
16136,377325304.65374845
16306,3143248902.4968386
16756,137715942.85920978
16911,398290087.9531477
17259,2043630072.0758102
17592,56864967.42408934
18829,561277320.2622385
18934,130322945.94794485
19074,7358873.687810782
19114,22560320.615367938
19483,31821769.299009692
20137,470414528.9425572
20463,182669331.36689046
21040,20608726.8145741
21101,50860554.13251515
21327,350424894.3893063
22206,12395032.670318905
22415,149165251.21652287
22611,19822077.2206188
22753,76459833.936875
23523,13865816.731528366
23874,34339610.36249236
24202,59647976.506075636
24484,140719240.5484089
24846,41249966.3808319
25186,23157158.29857712
25289,16202227.046208907
25389,29664347.95837053
25520,52039835.26690059
25557,2662527717.359967
25758,115591003.85153697
25942,135377839.69746852
26061,37858493.07480624
26445,8398272.679936249
26485,1630885007.9126203
27178,53419666.5423521
27493,87249951.28739083
27700,26446640.675159942
27706,73890221.45661636
27807,50731390.4772246
27992,2380818157.0915
28285,52714152.55293584
28308,45634410.80233523
28356,57281705.17534572
28396,1503536412.1006122
28463,99742547.41212696
28728,25849113.207267303
28957,52299097.30451283
29241,1380099868.6539402
29364,1258788076.1908784
29586,30291401.20533517
29692,322361534.4744706
30290,242018368.9461617
30321,210926746.21302146
30690,345428046.4195158
30753,39824889.45774104
31067,395315666.2883588
31469,51912904.2508173
31552,263365077.94488811
31599,47424617.75900474
31653,89296541.62613389
31968,21213013.893945135
32467,1806086692.5949152
32526,23862897.191606503
32779,38790266.31531238
32845,62940428.92338384
33027,341075674.16446555
33210,116079255.3881682
33571,296511526.1553747
33637,4950000.0
33763,89597373.94825862
33771,27961387.86764494
33781,119528284.11389218
33829,215161599.60402784
33837,23074417.959237535
33873,419909315.11536944
33947,558556532.9706347
34130,167990862.5327408
34283,154853759.48586038
34453,108134964.0061036
34486,16499360.247947255
34661,29168704.787499994
34784,246081364.3798897
34913,30955647.062823944
35004,550828434.3038797
35047,1536999333.8452575
35099,333068979.07156575
35205,3683353.000674309
35247,331504400.2575012
35416,87255483.01368068
35645,68952116.62407607
35872,80810210.43986596
36139,1045379352.659564
36709,24326794.23537291
36757,7221062.992125984
36789,13597739.211287796
36898,30244914.460116312
36993,61182806.56666046
37216,89986995.95373754
37410,12120895.82661811
37647,977491784.4099846
37666,1895443065.9165463
37838,886421651.9912136
37920,229796682.01927614
37951,24245272.710037544
38003,156770123.20675823
38073,214253430.54032192
38253,4101818502.681198
38340,305910755.369507
38348,32687408.77305453
38746,94248310.2574466
38780,63797704.0509905
38817,69613398.6351821
39015,295501809.64526576
39029,22121779.890643217
39084,4950000.0
39096,53445413.82562383
39125,289021415.2448386
39152,1810733926.0374634
39372,86441394.53196332
39665,253550844.3436362
39693,39564118.92179226
39728,1963060949.8924959
39827,147059590.8031829
39828,66369464.71428005
40034,25783941.964263976
40433,2444788418.82027
40436,75085598.96376471
40478,277217198.0427263
40501,60914696.67223941
40520,28889441.266978886
40605,54639324.340559244
40615,30029653.48169669
40617,54673132.68223383
40633,454978155.15153813
40687,504475813.4080603
40792,62375452.77193875
40952,4675621.9163853545
41013,9200485.268187236
41131,26471725.735915888
41335,89537355.11534576
41355,333092129.66744745
41362,95146014.11853942
41384,921441360.8163255
41458,76719282.21114624
41526,24733473.981063966
