player_id,injury_index
235783,2
115382,2
68863,2
60021,2
1034894,4
248658,3
192791,3
195056,2
556755,4
544464,2
1022383,3
442308,2
335587,2
396646,2
319301,3
200557,2
231382,2
857638,2
376640,2
578928,2
390168,2
888493,2
940411,2
371003,2
189070,2
341110,2
308214,2
1145215,4
419293,2
544148,1
355757,2
425306,2
727495,2
493910,3
503749,3
470038,2
490801,1
842479,1
991773,2
1056993,1
453742,2
201586,2
130353,2
117478,3
395800,3
552425,3
319684,2
646707,2
1084539,2
289432,2
131561,3
585208,3
147263,3
214070,3
167254,2
461567,4
116611,2
1054288,4
121032,2
189797,2
429874,2
579460,4
510242,2
1174681,2
876298,2
113999,3
781775,3
1038308,2
585013,3
618487,1
891955,2
431561,1
277179,3
115507,3
633546,2
892973,2
159471,1
441270,4
325179,2
131075,3
480022,2
790995,4
418660,2
121357,2
907464,2
436916,2
319623,2
88706,2
1047097,1
122077,3
179853,2
496270,2
933217,1
468264,2
573816,4
225055,2
147043,3
334499,2
89701,3
622021,2
842934,2
223953,2
262365,2
598765,3
115607,2
488296,2
622212,2
240807,2
67556,2
240360,2
77809,3
278501,2
246840,2
344152,2
391004,3
153661,2
522226,3
657575,2
465822,2
364752,2
450736,2
354695,3
594735,4
261407,2
289059,3
238868,3
1101641,4
379807,2
993866,2
665541,4
212862,2
192766,2
365134,2
521919,2
39665,2
337290,2
356325,2
419325,3
476701,3
452218,2
627163,3
416108,3
199369,3
447661,3
189485,2
388165,2
399664,2
287183,2
503642,2
128901,2
220656,2
345587,2
591843,3
421819,2
1004829,2
114675,4
54330,2
405568,2
298975,2
804817,2
533321,2
410616,1
21040,3
107665,3
602781,1
148657,2
181135,2
119034,2
239802,3
358903,1
334586,2
393630,1
505969,2
190222,2
633650,2
695739,1
610430,4
613964,2
521143,1
891353,1
354886,2
231025,3
800976,2
500054,2
810669,2
257437,2
401923,1
1086381,2
320462,4
285663,2
960943,1
315858,2
566155,2
660746,2
131658,2
160963,2
890385,2
454336,3
371000,2
470789,2
128909,3
654374,3
125769,2
106644,3
1195510,2
441987,2
529315,2
396106,2
373189,2
974336,1
165784,2
594226,2
602368,2
598769,2
242661,2
698840,2
412940,2
394236,2
249126,3
415525,4
280875,3
169934,3
95152,3
203773,2
501049,2
426285,4
570188,2
808454,4
405754,2
287222,2
124502,3
928265,1
258924,3
756991,2
415912,1
726966,2
673450,2
569384,2
296622,3
56552,3
318470,2
870435,2
917392,4
59031,2
173483,2
329812,3
182894,1
332697,1
395654,2
578539,1
249552,3
591199,2
291758,2
447783,1
816371,4
457221,3
1168219,1
208095,3
434073,2
662751,2
156886,2
590651,2
836518,2
344830,2
829257,2
430976,4
344647,2
221899,3
576027,2
407829,2
538045,2
364232,3
218118,2
149724,3
286621,2
167491,2
203869,4
687426,2
45832,2
260735,2
449150,2
709767,2
530527,2
196229,3
662326,2
330288,3
288811,2
164759,2
253973,2
376306,2
71542,3
282520,2
933673,2
336167,3
182722,2
348469,2
813961,2
65290,3
132561,2
260041,2
341424,2
317840,2
114556,2
228948,3
495667,2
139307,2
491280,2
43824,2
624967,2
112052,3
520908,1
595240,1
286596,3
422763,2
280581,2
205902,2
725085,2
543197,2
343065,4
472246,2
508961,2
73269,3
162029,3
615350,2
121532,3
195936,2
130413,2
504215,1
811022,4
258883,2
331638,3
384802,2
606731,2
159839,2
601917,3
585949,1
454321,2
382096,3
345412,2
562702,1
990148,2
724039,2
491298,3
576121,2
353892,2
80690,2
797791,2
356721,3
874582,2
525378,3
164292,2
599772,2
461644,2
411134,2
271455,2
544784,3
962149,1
445126,2
278332,1
9915,3
790918,2
843397,1
525472,2
120070,3
503343,3
469810,1
265208,2
500138,2
865590,2
167727,3
625333,4
39728,3
863204,2
703660,2
538608,2
539006,2
490417,4
60960,3
154635,2
52570,2
84634,2
908946,2
125907,2
698776,4
241923,2
338629,1
32113,3
594035,4
198087,2
312374,2
237204,2
658737,2
353034,2
281963,3
131980,3
358870,2
428786,2
626179,2
453993,2
326346,2
1083600,2
115979,2
538963,2
340415,2
336960,2
854804,3
263962,2
503796,2
519882,2
668235,2
316369,2
127987,3
187188,2
1046884,4
617018,3
174522,2
276925,2
197693,3
316137,2
656441,2
246200,2
1004401,2
236997,2
367651,2
889618,2
388121,2
335294,2
429901,2
585055,3
583034,1
422425,2
280491,2
1076589,2
87422,3
465660,3
163744,3
101168,3
160968,2
893850,2
392767,2
48078,2
684340,2
110358,2
507494,2
492904,2
622722,2
111811,2
1196380,2
135528,2
620825,2
226118,2
351242,2
412937,3
792345,2
550178,2
679903,2
496237,4
437842,3
303254,3
384587,2
338401,2
364132,2
330699,1
107544,2
75458,2
210528,2
995480,4
958647,2
139782,2
197043,2
403184,3
258885,2
168163,2
208880,2
96043,2
447834,2
590914,2
463603,1
196900,2
291124,2
131330,3
500053,2
610436,2
314280,2
369561,2
108601,3
58534,2
377043,1
819215,1
323910,3
268957,2
846545,4
102452,2
392714,1
128479,2
223861,4
115989,3
533350,2
897059,2
1123729,1
368862,2
716163,2
55972,2
152284,3
1043977,4
932164,2
685805,4
294221,3
427291,3
653483,2
731771,2
535282,3
119286,2
613533,2
388862,1
428791,2
174915,3
162434,3
548468,1
237617,2
157178,2
1011267,2
707802,2
629642,2
372848,2
113045,3
629039,2
304338,2
603937,2
288218,2
656141,2
133042,2
566857,1
14086,3
236791,2
75942,2
292808,2
707662,4
340199,3
427693,2
231712,2
548861,2
101506,2
600407,3
728478,2
45707,2
238694,3
698678,1
528402,2
165341,2
393699,1
532539,3
327126,2
199302,2
192640,3
77715,3
429563,3
539262,2
177914,4
106851,2
187245,3
584936,2
401736,2
378482,2
200575,2
333637,2
516749,2
973420,2
232149,2
392154,2
212723,1
189425,2
215092,3
271282,3
276853,3
324378,2
923509,1
466805,3
866609,2
740860,4
314183,2
519506,2
795762,1
111277,2
282028,2
941511,3
1023938,2
979385,2
168444,3
658612,4
95354,3
322873,2
536508,3
690425,1
120192,2
288449,3
504386,2
119037,3
957874,2
431706,2
55150,2
422287,2
316269,2
694790,2
360102,2
743387,1
94199,2
549569,3
576099,4
329324,2
358504,3
592979,3
370833,1
381032,2
714744,2
194975,2
239126,2
569457,2
262861,2
573978,2
569080,4
592387,2
594104,2
453854,2
126396,2
164186,2
226074,3
488280,2
624548,2
594702,4
53286,2
520503,2
347097,2
50201,3
396847,2
543387,2
353374,3
137616,3
456335,3
74956,2
1038443,1
950786,2
74857,3
375688,2
491553,3
154110,1
950593,2
284320,2
987122,1
236974,1
1114566,4
659313,1
57796,2
876400,1
45660,3
351567,2
532444,3
392085,1
314891,2
585550,4
177249,2
325667,3
683495,2
565434,1
491963,2
388508,3
218115,2
433933,3
1060281,1
525660,2
588744,2
148817,3
670103,2
195741,3
509116,2
470024,4
111196,2
934034,2
192300,1
93979,2
774597,2
244940,2
656409,2
944570,1
186644,3
741931,2
90008,2
341317,3
390892,1
662140,3
390169,2
98579,2
617060,2
374081,2
797051,2
346332,1
829841,1
645588,2
278309,3
66708,2
956050,4
396225,4
347750,2
312819,2
322761,3
923831,2
307781,3
484888,2
626954,2
251303,3
253664,4
51676,3
233124,4
280283,2
230810,2
337360,2
1111167,4
884823,4
606872,3
529357,2
605051,3
124521,1
563963,3
652537,3
666168,1
430488,2
657430,2
242040,2
114038,3
259953,3
81588,2
636417,2
333633,2
55605,2
942889,2
529548,2
288348,2
321685,3
296378,1
728626,2
704693,2
295780,2
245030,2
443308,2
186477,2
236509,2
242802,2
554175,2
507496,1
493702,1
331871,2
553684,2
136536,2
309180,2
136401,2
147105,3
696142,2
477928,2
523318,2
818880,2
814981,1
193777,2
127217,3
70019,2
486456,2
193885,2
116968,2
624266,2
342385,3
604501,4
226093,2
293603,2
630015,2
951957,2
392241,2
184212,3
534033,2
89591,2
167291,3
371856,2
658534,4
1086258,4
784863,2
240629,2
279259,2
672202,2
589363,2
354032,3
321850,3
189448,3
675612,2
196146,2
351478,3
34283,2
472866,2
636756,2
222332,3
814089,2
599663,4
290537,2
895074,4
319171,2
396635,2
95280,2
283170,2
649022,2
166404,1
44799,2
298575,3
110082,2
420931,2
851803,3
457092,2
87365,2
35099,2
461699,2
336080,4
167369,2
571140,2
696506,2
99973,2
91970,3
58358,3
502722,1
515050,2
832340,4
395685,2
112457,2
581669,2
343374,2
195809,3
412953,2
299843,2
292739,2
367652,3
22415,4
291231,3
104276,2
617019,2
1113218,4
40952,2
481623,2
471657,3
258923,3
351523,2
169933,2
129054,2
583027,2
367653,3
591690,4
366278,1
580277,2
733309,3
377725,2
473050,2
857482,2
282144,1
617643,2
200616,2
907597,1
282163,1
651973,2
741402,2
187798,2
698454,4
672537,4
273000,2
834470,1
159317,2
358418,2
580027,2
325307,2
537548,2
1028845,2
216179,3
606967,2
566036,3
264137,2
450390,2
286415,2
284854,3
838804,2
492558,2
471135,2
917781,2
238720,2
334055,3
196829,2
266203,2
520392,2
131978,3
280939,2
193881,3
539436,2
691482,1
378798,2
43271,2
223972,3
426213,2
679679,1
373353,2
291200,3
662220,2
392710,3
653401,1
933398,2
566927,2
314365,2
628621,2
452054,3
803018,2
264302,2
211491,2
278329,2
729814,3
33829,2
459763,3
174271,2
592163,2
272640,2
815556,4
209513,2
100988,3
30690,3
283225,2
698323,3
207929,3
483742,2
602792,3
574193,1
199132,2
965726,2
160938,3
374212,3
388227,2
410238,2
670847,3
1033963,1
45403,2
1042444,1
338636,2
515964,2
142310,2
822959,2
100127,2
334006,2
303440,3
278330,1
315865,3
229735,2
334964,2
700673,2
164767,3
272617,2
251106,3
90964,3
280178,3
248352,2
120306,4
1071501,2
51540,2
280864,2
61644,3
709958,2
400548,3
16136,2
642216,4
201136,2
291292,2
392757,2
80444,3
199528,3
503679,2
939076,4
88597,2
365112,2
184007,4
381913,2
353056,2
862735,4
92572,3
1175145,1
477938,2
465830,1
636898,2
131996,3
190941,3
387996,2
710677,2
405679,2
558631,2
333353,2
160954,2
168157,3
692148,1
353876,2
309397,2
176140,3
347900,1
54177,2
262389,3
444312,2
528386,2
529747,2
1205076,2
28308,2
128509,2
914844,2
294568,2
648579,2
381469,2
395090,2
610405,3
691861,1
595809,2
683014,2
505655,2
45664,3
814000,2
570817,3
291397,1
250358,2
156561,3
192409,3
412823,2
257118,2
335225,3
55619,3
936024,2
120296,2
465326,2
1083966,2
504298,2
706968,1
161204,3
362570,2
390638,2
290249,3
747819,2
215915,2
351181,3
661766,2
530780,2
266451,3
405892,3
922079,2
589746,1
547443,2
490852,2
578421,2
103565,3
817612,2
359079,2
375719,2
610649,1
333374,2
1063329,4
629588,2
144559,3
575993,1
562049,2
422721,2
205307,2
384745,1
23523,2
160671,2
125750,3
905011,1
490362,2
322512,2
522260,2
277242,2
160736,2
290660,2
126014,2
225984,2
302139,2
989826,4
393652,3
323903,2
102413,2
307870,2
193925,2
353035,2
388252,1
237863,2
250336,2
323080,4
361575,2
293281,1
829338,2
1171105,4
74842,3
494237,2
159098,2
639246,2
148028,2
820635,2
205004,3
284417,2
557407,1
435796,1
774545,4
566043,2
393564,4
203194,2
27493,3
88080,2
292775,2
1114149,4
404881,2
690884,2
164145,3
542475,2
616341,1
1045446,2
403568,3
962111,4
227085,3
838236,2
139337,2
59615,2
134999,3
175639,3
148396,2
689562,4
440878,3
690478,3
158946,2
707663,2
251309,1
933471,1
317032,2
677832,2
595012,2
307513,2
170516,3
344598,1
724909,2
346478,1
183309,1
1055055,2
467616,2
515613,2
526164,2
238367,2
938144,2
333261,2
520662,2
158786,2
761326,1
741232,2
371008,2
579734,2
126737,2
406558,2
535431,2
495530,2
120884,3
816471,2
196094,3
646991,2
172541,2
346849,2
703720,2
74741,2
244338,2
1063856,2
663239,2
182579,1
414243,2
358507,2
896879,2
422870,2
513963,1
532676,2
59009,2
249776,2
537852,2
154808,2
250331,2
369881,3
961944,4
418659,2
690872,2
898352,2
1096324,2
225687,2
786828,2
182424,3
85370,3
670201,3
143358,2
334822,2
148916,2
564620,4
860992,2
196446,2
497574,2
225744,3
122582,3
569368,2
1070018,2
165532,2
257668,2
189044,2
354476,2
282076,2
340353,3
531093,2
432592,3
195803,2
532495,1
154559,3
162056,3
548032,2
467433,1
349715,3
533615,4
274862,2
307509,3
238119,2
822934,1
192166,3
88033,3
119169,3
387143,2
331977,2
360661,2
354145,2
453871,2
622474,2
119369,2
292174,2
491039,2
404267,2
567736,2
686490,2
290016,2
346643,2
386755,2
117720,2
489404,2
307052,3
847371,2
136114,2
594655,2
950727,4
400536,2
130108,2
1000674,2
203516,2
614988,4
227974,2
240106,3
85626,2
488052,2
220751,2
285323,3
167393,4
238029,2
933897,4
234803,3
125019,2
85148,3
904974,1
876631,1
73013,3
196427,2
166683,3
406614,2
58971,2
1005834,2
670522,4
234137,2
915071,4
327631,2
42913,2
444380,2
106862,2
220974,2
388465,2
410871,2
439497,2
732097,2
386786,1
128898,4
549354,3
258029,2
673925,2
314140,2
810886,2
601454,2
59016,3
313234,2
165468,2
160080,2
406612,1
188881,3
671593,2
629391,2
234345,2
479999,2
117997,2
521174,2
391742,1
318928,2
321693,2
349300,2
340920,3
432090,1
255294,2
193033,3
495621,2
292361,2
562576,3
385848,2
192347,2
273438,2
786187,2
410649,3
196948,1
344987,2
420811,2
387162,3
264796,2
99922,3
204058,2
55092,2
482386,4
937672,2
148009,2
277272,2
745233,2
194710,2
794637,4
784710,2
936581,4
166275,2
146844,2
148824,2
149217,2
206717,2
295024,2
85298,2
339556,3
210178,2
1036407,1
365234,2
300716,1
507419,2
333815,2
140808,2
584427,3
163315,2
240803,3
742548,1
357233,2
528894,2
586628,2
76516,2
193883,2
119103,2
386752,2
88680,2
528834,1
612748,2
266765,2
391899,2
366543,2
1001372,2
335821,2
351755,2
786827,1
601686,1
253848,2
524033,2
598541,2
739995,4
590773,2
368611,1
189151,2
741090,1
1041458,2
316884,2
184582,2
228727,2
595700,2
291276,3
128054,2
444208,3
136111,2
248576,2
178467,2
212873,2
341295,2
660280,2
668267,2
909895,1
67869,3
692605,2
241076,2
423678,2
626474,2
548109,2
459988,2
224313,4
1111663,1
354340,2
149231,2
78570,3
481681,4
565417,4
898350,4
198709,2
717390,2
479587,2
546172,2
561613,4
352563,4
489367,2
426723,1
1073997,1
243614,4
748604,3
641059,4
59377,3
908682,1
316289,3
531604,3
39828,2
690428,2
1053147,2
296787,2
395118,2
126751,3
52723,2
481680,2
214246,2
431848,3
471888,2
295564,2
226169,3
798043,2
418661,2
344009,2
502239,1
498015,2
468301,2
236471,2
19114,2
461657,2
226012,2
395862,3
221958,3
1028615,4
502245,2
44536,2
672597,2
726721,2
733422,2
329523,2
341081,2
871229,1
230784,3
384535,2
257468,2
158043,2
245537,1
580566,2
526873,2
570534,3
586938,2
841340,2
266795,3
565899,2
377665,1
1023095,1
534620,2
351564,2
174094,3
104466,2
581112,2
229570,2
565852,3
507412,3
124172,2
215390,2
458417,2
587335,2
743567,2
326029,1
205227,3
96398,2
425456,2
205503,3
562665,2
265051,4
383699,4
632730,2
230030,3
45184,2
435485,2
24202,2
417346,3
103981,2
905013,1
332612,2
197576,2
184444,3
668603,2
934907,2
667967,2
29364,3
126281,2
285845,2
613515,2
712378,2
253819,2
438338,2
668177,2
361032,3
957526,3
204988,2
781270,2
130729,2
192191,2
422698,2
370551,4
171352,3
703500,2
397950,3
390823,2
396342,3
321178,2
288237,2
131110,3
159894,2
608188,4
291123,2
295360,2
50144,2
46001,3
486043,2
303845,2
655909,2
610461,2
1080602,1
485546,2
289172,2
315211,3
575908,2
295330,2
961948,4
538974,2
1061839,4
240900,2
190268,2
193592,2
313719,2
94120,3
319482,2
731663,2
253341,2
196429,2
520064,2
282900,2
507454,1
189650,3
665545,2
572043,2
139341,2
265282,2
944582,4
492955,3
381967,3
441422,2
255383,2
102379,3
707242,2
380737,4
547499,2
346551,2
806612,2
454331,2
79404,2
508642,2
728312,4
284058,3
84435,2
249513,3
337670,2
59991,2
667869,2
214635,2
502020,2
796297,2
249102,2
314288,3
87650,3
399671,4
341272,3
525045,2
154147,2
339235,2
19483,2
344090,2
119634,3
298477,3
623274,2
671145,2
284321,3
339077,2
550581,2
76655,3
71716,2
247661,3
187329,3
593856,4
382085,2
231306,2
243237,2
912009,2
183312,2
665532,4
411666,3
44162,3
201311,2
819326,2
405555,2
1066142,4
388294,3
56066,3
349585,2
403437,4
585325,2
464195,2
161942,3
1200586,2
262595,2
117793,3
659398,2
237125,2
748319,2
213366,2
129679,2
378712,2
127794,2
61622,2
77563,3
594276,2
493899,2
85177,3
152435,3
286005,1
829337,2
357158,2
181136,3
63463,2
202604,2
781808,3
570558,2
542680,2
239941,2
79967,3
227618,2
131218,2
448028,2
917778,4
124556,2
625144,2
854139,2
635645,2
541134,2
654814,3
121254,2
151111,3
147558,2
93705,2
196147,3
747328,4
303259,3
874064,4
702324,2
450843,2
398258,3
660979,2
31469,2
302991,3
110078,3
201737,2
331553,4
192077,3
824943,2
85393,2
187203,2
587310,2
249169,2
507394,2
345343,2
282897,2
944181,2
138816,2
184534,2
392498,2
581670,4
718863,4
530157,2
596178,2
537541,3
918871,2
532271,4
179276,2
897491,1
278761,2
163628,2
614742,2
702869,1
944442,2
331432,2
620322,1
111183,2
696982,1
333498,2
250845,3
166173,3
364896,2
24846,2
178459,3
189142,2
638262,3
688707,2
197473,2
93456,2
53400,3
293783,3
571149,1
196050,1
93844,2
298583,3
453307,2
438682,2
333361,2
432737,2
357003,2
525247,2
46413,2
27807,2
395659,2
585818,1
617755,4
65194,2
240365,2
450854,3
33027,3
392770,2
64791,2
60904,2
972453,2
91469,2
404846,3
320140,2
318829,2
167264,2
41653,2
404118,3
325261,2
470242,3
404358,2
215914,2
512127,2
590394,2
254968,2
352633,4
683045,2
648779,2
734756,2
422408,2
391560,2
930983,2
106987,3
57522,2
840149,2
861221,2
357770,2
193782,2
420243,1
286503,2
374213,2
369258,1
258379,2
380473,2
119292,3
730779,2
186269,2
1161438,2
834465,2
509325,2
388548,3
275127,2
90782,4
130765,3
386113,4
81800,2
560705,2
371361,2
204103,3
423166,2
731072,4
568618,2
57633,4
268506,3
698443,1
635904,2
170523,1
355816,2
900072,2
663264,2
329360,3
451243,3
907087,2
68004,2
786825,1
595028,2
900909,1
712880,4
149750,2
786982,2
738477,2
131827,3
118161,2
187024,2
49993,2
293726,2
337083,2
401527,1
553875,3
516978,2
332392,2
536477,2
252233,2
393621,3
96452,2
181767,3
1155804,4
377641,1
311044,3
1009633,2
502261,2
610083,2
84802,4
829433,2
125314,2
146774,2
605242,2
569805,2
814499,4
580560,2
373939,2
362562,3
636116,3
135853,3
469787,2
307511,2
248589,4
286339,2
647534,1
529399,2
366324,2
59054,2
515017,2
193361,3
530807,2
323854,3
371009,2
243633,2
698742,2
195611,2
673830,2
931668,1
367443,2
132625,2
134419,3
318403,2
713787,2
231660,2
54781,3
53360,3
384553,1
255755,3
46083,2
991134,2
331197,2
66615,2
1069512,1
256267,3
448177,3
433183,2
919538,2
373436,2
335103,1
426179,2
658293,2
855489,2
801005,4
868503,1
553449,3
312493,3
447864,2
593412,2
424204,1
296879,2
540065,4
164771,2
231916,2
429309,2
934878,2
921734,2
400961,2
262270,1
170736,2
340251,2
595247,1
883670,2
545538,1
85627,2
17592,2
148928,2
475949,2
275381,2
532557,2
342149,2
912735,2
378874,2
950906,4
270171,3
211062,2
432166,2
260207,2
334816,3
388524,4
61397,3
957653,2
724540,4
381963,2
525775,2
127212,2
262951,2
1079189,2
455661,3
729266,2
679908,4
340205,2
95240,2
668272,3
335003,1
183321,3
216985,2
51356,3
909737,2
393241,2
867759,2
371686,2
125561,3
689207,2
129684,2
242436,2
443726,3
918445,2
197838,3
849258,2
401268,2
396328,2
742803,2
405833,4
336331,1
471156,2
333661,3
613154,2
160986,3
1082003,2
542336,2
469136,2
261988,2
1075579,2
779309,2
171068,2
701818,2
542877,2
148365,2
344600,1
412741,4
709285,2
392777,3
531062,2
442703,2
296471,2
534379,2
198008,3
573218,2
297194,2
182932,3
282654,2
148376,3
315852,2
278496,2
574495,3
429738,2
129588,3
792382,4
79422,3
673492,2
357153,2
118284,2
583404,1
829254,1
849339,2
182181,3
724520,2
790545,2
50669,3
985019,2
409344,3
369316,1
60164,2
486347,2
866328,2
200056,3
289196,2
255942,3
879217,2
631114,2
698559,2
509022,2
154573,2
534559,2
349699,2
233129,3
661711,1
234509,3
228912,3
766583,1
400644,2
81785,3
365394,1
248355,2
743627,2
294853,2
41362,2
399553,2
330472,2
106265,2
504001,2
800176,2
936684,2
371256,2
125105,3
424275,2
259918,2
499758,3
599345,2
548806,4
743593,1
897057,1
811708,2
244997,1
745200,2
973085,2
1015246,1
54691,2
317747,3
649672,3
237732,3
466121,2
471936,2
948275,2
690182,1
649033,2
908423,2
745454,2
461582,2
494880,2
155597,2
465565,2
542937,2
315252,2
146373,2
584490,2
392163,2
974995,1
213555,2
1233980,2
593415,2
287925,2
211133,2
443749,2
695055,2
459661,2
702419,2
230020,2
94548,2
1071996,2
388820,2
289272,4
418658,1
451801,2
714459,2
223977,2
1083969,4
314241,3
297693,3
423440,3
187761,2
484389,1
672535,2
240252,4
566355,2
42460,3
917091,4
186924,3
309841,2
294534,1
873900,2
238199,2
377468,2
324921,2
301235,2
423277,4
109047,2
443710,1
522204,2
119115,2
1168861,2
655488,3
664875,1
933765,2
799986,4
342966,2
139396,3
195051,1
1074365,2
735701,2
320748,2
182201,2
596821,2
415381,1
600222,2
691786,2
402602,3
696346,2
907299,1
364603,3
358766,1
292820,2
37410,2
261913,2
98249,2
329203,2
468174,2
446657,3
521339,2
627408,3
740376,2
314773,2
148809,2
1078350,2
356042,2
163604,2
530093,2
207006,3
203412,3
181112,2
493593,2
798093,2
454149,2
599327,2
378139,2
132209,3
139867,2
527629,2
336077,2
185164,2
556385,1
280701,2
68914,2
282577,2
336587,2
897401,1
257448,3
1297988,2
315272,2
656061,2
611906,4
540516,2
1000687,2
41997,2
